dec0b6f,63,370,14,3,1,21
4779595,64,370,13,2,1,17
83a7be0,84,464,12,2,1,4
59dcff6,84,465,12,2,1,3
3b6d11a,85,472,12,2,1,3
b938c4a,85,483,10,0,1,3
5816907,86,487,10,0,1,3
50e42d3,87,498,10,0,1,3
f10285c,87,499,11,0,1,3
50fbc46,88,494,11,0,1,1
2e9ebc8,88,500,10,0,1,1
842d1e3,88,503,9,0,1,1
7d11e97,88,503,9,0,1,0
8aed3a7,88,514,6,0,1,0
53f26c8,88,521,5,0,0,0
